location_id,region_name,category_name,location_name,location_description
0,ut-kareum,dining,베어파인,"

베어파인은 애월읍 수산리 수산저수지 뒷편에 위치한 작은 카페입니다. 마을을 오랜시간 지켜오는 곰솔나무와 함께 곰솔길에 자리하고있으며,.‘지명 그대로 ‘베어파인’은 곰솔을 의미합니다.

이름처럼 편안한 커피와 디저트로 오시는 분들에게 소나무 그늘과 같은 쉼을 드리는 마음으로 운영하고있습니다. 하루 커피 한 잔이 부담스럽지 않게 편차없는 본연의 향미만을 추구하며, 그에 곁들일 디저트도 재료 본연의 맛으로 진정성있게 다가가려 노력합니다.
호주 멜버른에서 커피를 통해 인연을 맺은 두 바리스타와 한국에서 만난 베이커까지. 세 명의 베어파인은 가볍게 주고 받은 대화에서 시작되었습니다.
베어파인
제주특별자치도 제주시 애월읍 수산리 1991-5
제주특별자치도 제주시 애월읍 수산곰솔길 37
매일 10:00 ~ 17:30
라스트오더 17:00
070-8887-1101
우리가게의 특별한 점
• 예스키즈존과 펫프렌들리를 지향합니다. 베어파인은 어린아이와 동물들을 포함한 모두에게 열려있습니다.
• 브루잉 원두가 매 시즌마다 바뀝니다. 육지에 있어 접하기 힘든 로스터리 카페들의 싱글원두를 계절마다 다양하게 맛 보실 수 있습니다.
• 디저트와 다양한 음료 메뉴들은 모두 직접 만듭니다. 좋은 재료가 주는 본연의 단맛을 추구합니다.
베스트 추천 메뉴
• ‘매직캡’은 호주식 카푸치노에 머스코바도 당도를 살짝 올린 밀크커피입니다. 호주 카페 단골 손님들이 즐겨 마시던 방법을 착안해 개발한 메뉴로, 화려한 라테아트 때문에 가장 인기있는 메뉴입니다.
• ‘폴라베어’는 냉침으로 만든 달콤한 밀크티 베이스에 커피크림이 올라간 풍미깊은 아이스 음료로 이또한 호주에서 자주 마신 차이라테에서 영감을 받은 메뉴입니다.
• ‘트리오스’는 3온즈의 작은 라테 피콜로와 더블에스프레소, 탄산수로 구성된 세트 메뉴로 베어파인의 블랙과 화이트를 모두 즐겨보실 수 있도록 만든 메뉴입니다.
• ‘몽블랑파운드’는 밤을 껍질 채로 졸인 보늬밤이 통으로 들어가는 밤 파운드 위에 퓨어 생크림과 베어파인의 특제 밤크림이 올라가는 디저트 대표 메뉴입니다.
알아두면 좋은 사항
• 베어파인의 상주견 ‘멍구’는 유기견이었던 아기 시절부터 가게에 적응시키기 위해 하우스 훈련이 아주 잘 되어있는 강아지입니다. 강아지가 익숙치 않아 무서운 어린아이와 어른분들, 동물친구들을 위해 먼저 말씀만 해주신다면 멍구는 켄넬 안에서 고요히 낮잠시간을 가질 수 있습니다.
• 사선형태의 바 테이블 틈새로 주인장의 책들이 넣어져있습니다. 혼자 오시더라도 부담 없이 편히 읽다가셔도 좋습니다.
• 모두에게 열려있는 만큼 어린아이와 반려동물은 보호자의 아주 섬세한 케어가 필요로합니다.
"
0,ut-kareum,attraction,바리메오름,"

바리메오름은 해발 763m이며 오름의 형상은 원형입니다. 정상부의 분화구(굼부리)는 둘레가 130m이고 깊이는 78m이며 전형적인 분화구의 모습을 잘 간직하고 있는 곳이지요.

오름의 모양이 바리를 닮았다고 하여 지어진 이름입니다. 바리는 제주도에서 여성들의 밥그릇으로 사용된 그릇입니다. 오름의 서쪽으로는 완만한 경사지로 목장이 들어서 있고 나머지 경사면에는 나무들이 무성하게 자라나고 있습니다.

오름은 주소가 산지로 되어있어, 내비게이션 검색 시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다. 또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다. 이에, 오름 방문 시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.
바리메오름
제주의 푸르름을 감상 할수 있는 가벼운 오름 코스
제주특별자치도 제주시 애월읍 상가리 산 121
제주특별자치도 제주시 애월읍
064-740-6000
여기에 있어요
아래  지도를  클릭하면  구글맵으로   편리하게   확인 할 수 있습니다.
"
1,ut-kareum,attraction,수산봉+수산저수지,"

애월읍 수산리에 있는 수산봉은 물메오름 혹은 수산봉이라 불리는 소화산체입니다. 동그란 형태의 분화구를 지니고 정상에 물이 고인 작은 연못이 있어 ‘물메오름’ 혹은 오름 정상에 봉수가 있어 ‘수산봉’이라고 불립니다. 제주올레 16코스에 포함되어 올레길을 따라가다 보면 수산봉 근처에 있는 수산저수지와 곰솔을 지나 수산봉 정상에 오를 수 있지요. 수산 저수지 둘레길을 따라 걷다 보면 나오는 곰솔은 400년 이상 된 나무로 천연기념물로 지정된 보호수입니다. 곰솔을 지나 수산봉 입구에 도달하면, 안내판과 함께 등산길이 시작됩니다. 곰솔을 따라 올라간 입구 외에도 수산봉의 등산로 입구는 총 세 군데로 차로 올라갈 수 있는 길도 있습니다.

가족과 함께 가벼운 산행을 즐겨보세요.
수산봉은 계단과 길이 잘 다듬어져 있어 어린 자녀와 함께 오르는 가족 단위 여행객도 많으며 수산봉의 산행 시간은 약 20분 정도 소요되고 주변을 둘러보며 올라갈 계획이라면 40분 정도 계획을 하고 가면 좋습니다. 중간쯤 올라가면 수산저수지의 풍경이 보이기 시작하고, 정상에서는 운동기구들을, 정자 옆의 작은 연못에서는 개구리와 작은 생물을 볼 수 있습니다.

높다란 곰솔 나무가 지켜주고 있는 저수지입니다.
수산저수지는 수산봉 기슭에 자리 잡은 제주에서 보기 드문 큰 면적의 인공 저수지입니다. 올레길 16코스를 따라 수산봉을 지나 저수지 방향으로 걷다 보면 수산리를 지키는 천연기념물 곰솔 나무가 있는데, 400여 년이나 지난 이 곰솔은 마을의 수호목으로 주민들이 적극 보호하는 등 문화적 가치가 매우 높습니다.
곰솔나무를 지나면 30,000평이 넘는 수산저수지가 멋진 풍광을 자랑하고 있으며, 아름다운 경치를 보기 위해 올레꾼들이 꾸준히 찾아와 둑길에 앉아 휴식을 취하기도 합니다. 또한 낚시를 즐기는 사람들은 낮이나 밤에 찾아와 이곳에서 붕어나 잉어를 낚시합니다. 듬직한 수호목이 반기는 수산저수지에서 제주 바다와는 다른 색다른 매력이 있습니다.
수산봉+수산저수지
한라산이 멀리보이는 잔잔한 저수지
제주특별자치도 제주시 애월읍 수산리 산 1-1
제주특별자치도 제주시 애월읍
064-740-6000
여기에 있어요
아래  지도를  클릭하면  구글맵으로   편리하게   확인 할 수 있습니다.
"
0,east-kareum,stay,oh세화,"

oh세화는 모던하고 깔끔하게 지은 신축 건물로, 실내 인테리어 역시 모던함과 심플함을 지향했습니다. 바다와 오름과 비자림을 함께 즐길 수 있는 공간으로, 무엇보다도 가까운 곳에 에메랄드빛 바다가 인상적인 세화 해변이 위치하고 있어요. 오름을 다녀오거나 5일장도 즐길 수 있습니다. 푸른 섬 제주도에 대비되는 oh세화의 하얀 건물은 이국적인 분위기를 선사합니다. 제주의 햇살과 바닷바람, 이국적인 분위기의 oh세화에서 편안한 휴식을 즐겨보세요.
""저희는 7년 전에 서울에서 내려왔어요. 세화는 남편의 고향이예요. 캐나다 벤쿠버에서 14년을 살다가 서울에서 사업을 하며 아파트에서 살았는데 너무 답답했어요. 그래서 자연을 찾아 남편의 고향인 세화로 와서 살게 된 거예요. 처음에는 마당 있는 집에서 정원을 가꾸며 살 계획이었는데… 이렇게 게스트 하우스를 하게 되었어요. oh세화를 꾸리며 정원에는 무화과와 샐러리 등을 직접 키우고 있답니다.""

oh세화
제주특별자치도 제주시 구좌읍 세송로 8-11(다동)
제주특별자치도 제주시 구좌읍 세화리 887
숙소의 특별한 점
• 넓은 잔디밭에 펼쳐진 하얀 집
• 숙소 근처에 있는 푸르른 세화 해변
• 폴딩도어로 활짝 열리는 공용공간에서 바라보는 정원 뷰
• 넓은 잔디 정원에서 바라보는 붉은색으로 물든 노을
이런 여행객에게 추천
• 조용한 곳에서 사색하며 여행을 즐기고 싶은 분
• 커플 혹은 신혼부부, 부모님과의 여행을 계획하시는 분
• 제주의 매력을 경험하고 싶은 외국인 관광객
알아두면 좋은 사항
• 아름다운 세화해변에서 도보로 10분이면 숙소에 도착해요.
• 매일 아침 조식으로 빵과 음료 등을 객실로 가져다드려요.
"
1,east-kareum,stay,가시리 유채꽃길,"

녹산로 유채꽃길은 제주에서 봄 사진 명소로 손꼽히는 아름다운 길이에요. 차도를 따라 노란 유채꽃이 피어있어서 드라이브 코스로 많은 사람들에게 사랑받고 있답니다. 특히 시기를 잘 맞추면 유채꽃과 벚꽃이 함께 피는 아름다운 풍경을 볼 수 있어서, 대한민국에서 가장 아름다운 길로 손꼽히는 이유를 알 만하죠.
<가시리 유채꽃길>은 녹산로 유채꽃길과 인접한 위치에 있는 펜션이에요. 사회복지사가 정성껏 돌담으로 꾸민 신축 펜션으로, 넓은 잔디밭과 바비큐장, 그리고 제주에서 자란 식물과 열매로 담근 담금주도 맛볼 수 있는 곳이랍니다.
또한, 가시리는 오름의 고장으로도 알려져 있어요. 제주를 찾는 많은 여행객들이 해안가 주변 관광지를 찾지만, 중산간 지역과 오름들은 제주의 독특한 생태를 경험할 수 있는 곳이에요. 따라비오름과 큰사슴이오름을 비롯해 다양한 오름들이 숙소 근처에 인접해 있으니 참고해보시면 좋을 거예요.

가시리 유채꽃길 펜션
제주특별자치도 서귀포시 표선면 녹산로 45
제주특별자치도 서귀포시 표선면 가시리 2723-2
숙소의 특별한 점
• 가시리 유채꽃길의 유채꽃과 벚꽃이 피는 자연경관
• 따라비 오름, 설오름, 병곳오름 등 다양한 오름 산책 가능
• 감귤나무 장작 ‘불멍’ 제공
이런 여행객에게 추천
• 제주다운 시골스러운 정취를 느끼고 싶은 분
• 유채꽃관광명소를 체험하고 싶은 분
• 감귤나무 바비큐와 야간오름 등반을 체험하고 싶은 분
알아두면 좋은 사항
• 1층 화장실은 편의시설이 갖춰져 있어 노약자나 장애인 등이 혼자 이용 가능해요.
• 각 방마다 베란다가 있어 아침 저녁으로 차를 마시며 가시리의 청량한 공기를 들이킬 수 있어요.
"
2,east-kareum,stay,가시리애,"

가시리애는 예술인 마을이라 불리는 가시리의 아담하고 조용한 마을에 위치해 있습니다. 정원과 공원이 맞닿아 있어 공원을 앞마당처럼 즐 길 수 있어요. 그리고 아이들과 어르신들이 산책하거나 뛰어놀기 좋아요. 소원나무가 거실 전면으로 보여 소원을 빌 수도 있습니다. 아침에는 새소리를 듣고 비가 온 뒤 냇가에서 물 흐르는 소리를 들으며 자연과 함께 하는 전원생활을 경험해 볼 수 있어요.
""저는 제주에서 태어나고 자랐어요. 원래는 펜션 자리에 집을 짓고 제가 살려고 했지만, 주변 환경이 너무 좋아 많은 분들과 공유하고 싶어 숙소를 운영하게 됐어요. 현재는 캠핑 트레일러도 함께 운영하고 있어요. 물을 좋아해 바다에서 스노클링도 즐기며 지내고 있습니다.""

가시리애[愛]
제주특별자치도 서귀포시 표선면 가시로 556
제주특별자치도 서귀포시 표선면 가시리 1978-2
숙소의 특별한 점
• 아이들과 함께하는 화분 만들기 체험
• 농구공, 배구공과 함께 뛰어노는 잔디 정원
• 반려동물과 함께하는 즐거운 여행
이런 여행객에게 추천
• 숙소 주변에 관광지가 많은 곳을 선호하는 분
• 산(오름)이나 바다를 좋아하는 분
• 자연 속에서 힘껏 뛰놀고 싶은 분
• 큰 정원에서 아이들과 함께 즐기고 싶은 분
• 반려동물과 함께 제주를 만끽하고 싶은 분
알아두면 좋은 사항
• 여름 한 달 동안 표선 해수욕장에서 백사 축제가 열려요.
• 봄에는 바로 옆 공원에 벚꽃이 활짝 피어요.
• 4월에는 유채꽃과 벚꽃으로 유명한 유채꽃 축제를 즐길 수 있어요.
• 체육공원이 바로 옆에 있어 아이들과 레크리에이션 하기 좋아요.
• 취사가 가능하고 기본적인 조미료나 식기가 충분히 마련되어 있어요.
"
3,east-kareum,stay,괜찮아 게스트하우스,"

세화리가 시작하는 곳이 바로 여기예요. ‘괜찮아 게스트하우스’의 주소가 세화리 1-1이에요. 숙소는 해녀박물관 앞에 위치해 있고, 세화해수욕장까지 도보로 2분이면 갈 수 있어요. 조용히 휴식을 하기에 좋은 곳입니다. ‘괜찮아 게스트하우스’의 이름이 마음에 들어서 다른 숙소를 찾아보지도 않고 오셨다는 분들도 계셨어요. ‘이곳에 오셔서 지내시면 다 괜찮아질 거예요.’하는 마음으로 만들었어요. 맛있는 샌드위치와 함께 세화의 아침을 맞이해보세요.
""저는 서울에서 IT 관련 일을 했어요. 해외에 파견 나가 일하던 중에 갑자기 내가 내 삶을 사는 게 아니라 이 회사를 위해 사는 거 같다는 생각이 들었어요. 그래서 그 순간 사표를 내고 그만뒀어요. 그리고 바로 제주로 내려왔습니다. 2013년 1월에 제주에 와서 1년을 돌아다니다가 세화해변이 너무 아름다워서 또 여기서 1년을 살다가 지금 이곳에 괜찮아 게스트하우스를 만들었어요. 숙소 공간 하나하나를 모두 제가 엑셀로 직접 만들었고, 건축사가 그걸 보고 설계와 시공해주셨어요. 괜찮아 게스트하우스에서 편안하게 쉬다 가시길 바라는 마음으로 만들었습니다. ""

괜찮아 게스트하우스
제주특별자치도 제주시 구좌읍 해녀박물관길 27
제주특별자치도 제주시 구좌읍 세화리 1-1
숙소의 특별한 점
• 세화리의 시작. 괜찮아 게스트하우스의 주소는 세화리 1-1이에요.
• 특별한 이름. 괜찮아 게스트하우스의 이름을 특별하게 여기시는 분들이 많아요.
• 편안한 휴식. 조용하게 사색하고 책을 읽으시거나 음악을 들으실 수 있어요.
이런 여행객에게 추천
• 조용한 휴식이 필요하신 분
• 올레길 걷기를 좋아하시는 분
• 홀로 여행하시는 분
알아두면 좋은 사항
• 제주 국제공항에서 101번 버스로 한 번에 오실 수 있고, 세화 환승정류장에서 15분 정도 걸어오시면 되어요.
• 숙소에서는 음식을 드실 수 없고 카페에서 드실 수 있어요.
• 부모님과 함께 온 중학생부터 이용하실 수 있어요.
"
4,east-kareum,stay,구르미별동,"

구르미 별동을 지을 때 밤하늘에 구름과 별이 쏟아지듯 가득했어요. 그 생각이 나서 ‘구르미 별동’이라고 이름 짓게 되었어요. 자작나무로 마감한 목조 주택이라 향긋한 나무 향과 함께 편안하고 따뜻한 느낌이 나는 숙소입니다. 천장에 통창이 있어 자면서도 쏟아지는 별과 하늘을 볼 수 있어요. 나무 담장으로 둘러싸인 프라이빗 한 공간과 사계절 꽃이 피는 정원 속에서 유럽 시골마을에 놀러 온 것과 같은 낭만적인 경험도 할 수 있어요.
""서울에서 수학선생님으로 일했어요. 그러다가 어릴 적 시골에서 전원생활을 했던 향수가 일어 제주로 오게 되었어요. 페인트칠부터 단열재를 까는 것까지 하나하나 저희 부부의 손으로 시공했답니다. 여유로움과 싱그러운 느낌을 공유하고 싶어 시작한 일이라 따뜻한 공간에서 편안하게 잘 잤다는 게스트 분들의 후기가 저희에겐 최고의 칭찬이에요.""

구르미 별동
제주특별자치도 제주시 구좌읍 세화합전1길 34-12
제주특별자치도 제주시 구좌읍 세화리 122-2
숙소의 특별한 점
• 자작나무로 마감한 친환경 목조주택
• 사계절 꽃을 만날 수 있는 정원
• 건강하고 편안한 느낌의 라탄과 대나무 소재 인테리어
• 외풍이 없는 따뜻한 공간
• 넉넉한 사이즈의 자쿠지와 아기자기한 소품과 식기
이런 여행객에게 추천
• 대중교통을 이용하는 뚜벅이 여행객
• 1박 이상 체류하며 여행지의 환경을 즐기고 싶은 분
• 자연 속에서 조용한 힐링을 하고 싶은 분
알아두면 좋은 사항
• 마트, 편의점, 다이소, 오일장 모두 가까운 위치에 있어요.
• 빔프로젝터로 영화와 노래를 즐길 수 있어요.
• 푸짐한 웰컴 푸드(간식), 바비큐와 불멍을 즐길 수 있어요.
• 세화 해변에 위치한 자전거 대여점을 이용할 수 있어요.
• 세화해변, 다랑쉬 오름, 용눈이 오름, 성산 일출봉 등 관광지가 가까워요.
"
5,east-kareum,stay,글라드 세화,"

글라드 세화는 제주어로 “세화로 가자”라는 뜻이에요. 아이를 키우다 보니 가족과 함께 어떻게 하면 낯선 공간에서도 편하게 묵을 수 있을지 고민하다가 만들게 되었어요. 안정감, 안락감이 느껴지는 감각적인 공간이랍니다. 도시에서 오신 분들이 가족단위로 많이 오셔서 즐기다 가셔요. 할머니, 할아버지부터 어린아이까지 멋진 인테리어와 바다 뷰로 즐기실 수 있어요.
""제주에서 태어나 타지에서 일을 하다가 다시 제주로 돌아오게 되었어요. 서울에서 일을 하다 보니, 가장 힘들었던 것은 일을 하느라 아이를 가질 수 없었던 것이었어요. 여유롭고 편한 공간에서 아이를 낳고 싶어서 제주로 내려오게 되었어요. 아이를 키우다 보니 제주도에서 경력을 이어가고 싶다는 생각에 아이와 같이 즐겁게 지낼 수 있는 공간이 있으면 좋겠다는 생각이 들어 직접 공간을 기획하게 되었습니다.""

글라드 세화
제주특별자치도 제주시 구좌읍 세화7길 40
제주특별자치도 제주시 구좌읍 세화리 2
숙소의 특별한 점
• 200평의 마음껏 뛰어놀 수 있는 넓은 잔디 야외 마당
• 키즈카페처럼 신나게 놀 수 있는 실내 놀이터와 실외 사계절 온수풀
• 100평의 실내 공간과 여유롭고 감각적인 인테리어
이런 여행객에게 추천
• 할머니, 할아버지, 아이와 함께 편하게 여행할 수 있는 분
• 두가족이 함께 여행하고 싶은 가족
• 해수욕장을 즐기고 바로 숙소로 들어오고 싶으신 분
알아두면 좋은 사항
• 어린아이용 샤워 제품 등 유아용품이 기본적으로 비치되어 있어요.
• 해녀박물관과 세화 해수욕장이 도보로 3분 거리에 있어요.
• 편의점은 도보로 근처에 여러 개 있고, 하나로마트가 차량으로 5분 거리에 있어요.
"
6,east-kareum,stay,다복다복,"

‘다복다복’은 풀이나 나무 등이 여기저기 아주 탐스럽게 소복한 모양을 의미해요. 다복다복 펜션의 뒤편을 보시면 정말 다복다복하거든요. 다복다복 펜션의 입구는 길가여서 아쉬워 보일 수도 있는데요, 뒤편에는 전혀 다른 세상이 펼쳐져요. 세화 마을 안에 있어서 걸어 다니면서 많은 것들을 할 수 있어요. 동네 주민들이 자주 찾는 맛집과 카페도 가보시길 권해요. 세화해변까지는 걸어서 2분. 다복다복 펜션에 머물면 세화 마을 동네 주민처럼 살아볼 수 있어요.
""제주에서 나고 자랐어요. 제주시 근처 이호테우 해변이 고향이고, 결혼해서 시댁인 세화 마을로 왔죠. 딸 셋에 아들 하나를 두고, 세화 마을에서 30년을 살았으니 이젠 세화 마을이 고향이나 다름없어요. 남편과 아이들과 살고 있지만, 시댁이 바로 옆이어서 늘 함께 살아가고 있지요. 여행 오셔서 다복다복 펜션에 머무는 분들 모두 제겐 또 하나의 가족같이 느껴져요.

결혼하고 아이들 키우고 살림하면서, 내가 가장 잘하는 게 뭔가 생각해 봤어요. 청소더라고요. 남편이 늘 칭찬해 줬는데, 아이들이 어릴 때 남편과 대화하다가 나중에 아이들이 크면, 숙박업을 해봐도 잘할 거 같다고 했었거든요. 그때의 그 말이 계기가 되어 2019년 6월 다복다복 펜션을 오픈하게 되었어요. 자주는 아니어도 가족여행을 다닐 때마다 아쉬웠던 점들이 있었는데, 그런 부분들을 하나하나 되짚어 보며 다복다복 펜션을 꾸리고 있어요. 제주도에 있는 ‘누군가의 집, 누군가의 방’이 되어주길 바라는 마음으로 다복다복 펜션을 만들었어요.""

다복다복
제주특별자치도 제주시 구좌읍 세화 7길 3
제주특별자치도 제주시 구좌읍 세화리 1472-9
숙소의 특별한 점
• 아이와 함께하는 여행, 동네 바로 근처에 병원이 있어 안심이에요.
• 천연잔디 구장이 있는 세화 초등학교 운동장에서의 공놀이와 제주해녀 박물관
• 여름엔 옥색, 가을과 겨울엔 코발트빛. 사계절 다른 빛깔의 세화 바다
• 세화 5일장과 매주 토요일마다 열리는 모모장, 세화마을에서 운영하는 카페 ’질그랭이’는 꼭 가보세요.
이런 여행객에게 추천
• 제주에서 마을 주민처럼 살아보고 싶은 분
• 차량 없이 여행하는 뚜벅이 여행객
• 바다와 오름을 모두 즐기고 싶은 분
알아두면 좋은 사항
• 다복다복 펜션은 방이 총 2개로 각 방마다 최대 4인 까지 가능해요.
• 제주국제공항에서 세화 마을까지 직행버스가 있어, 차 없이 다니기에도 편리해요.
• 걸어서 5분 거리에 편의점, 걸어서 10분 거리에 하나로마트가 있어요.
• 다랑쉬 오름과 용눈이 오름이 가까이 있어요.
"
7,east-kareum,stay,돌집조앤정,"

남편이 조씨, 제가 정씨에요. 그리고 저희는 돌집을 좋아해서 돌집조앤정이라는 이름을 지었습니다. 오래된 돌집을 리모델링한 숙소예요. 건물 내부에는 황토를 바르고 소나무 편백을 둘렀어요. 침구는 천연광목으로 준비했어요. 숙소 내부는 갖고 있던 오래된 가구들을 활용해서 레트로 무드로 꾸몄고, 정원을 정성껏 가꾸고 있습니다.
""남편과 저는 대구에서 살다가 9년 전에 제주에서 살기 시작했어요. 제가 건강이 그닥 좋지않아 제주에서 살기 시작했는데요, 공기도 맑고 자연이 얼마나 좋은지 몰라요. 제주에 온 덕분에 건강하게 잘 지내고 있어요.""

돌집조앤정
제주특별자치도 제주시 구좌읍 세화합전1길 7
제주특별자치도 제주시 구좌읍 세화리 834-1
숙소의 특별한 점
• 오래된 제주 돌집이고, 황토와 편백으로 건강을 생각하여 만들었어요.
• 음식을 만들어 먹을 수도 있어요. 바로 앞에 돌집창고가 있어서 고기를 야외에서 구워드실 수있답니다.
• 정원에는 고양이 두 마리가 살고 있어요. 어미 고양이가 두고 간 자매 고양이들인데, 저희가 5년째 돌봐주고 있어요.
이런 여행객에게 추천
• 부모님을 모시고 여행하시는 분
• 아이와 함께 여행하시는 분
• 레트로 무드를 좋아하시는 분
알아두면 좋은 사항
• 제주국제공항에서 버스로 오실 수 있고, 버스정류장에서 약 850m, 12분 정도 걸어오시면 됩니다.
• 해변까지는 약 1km 떨어져있어 16분 정도 걸려요.
• 전에는 조식 서비스를 진행했으나, 지금은 진행하고 있지 않아요. 아쉬워하시는 분들이 계시지만, 나이가 들다보니 쉽지 않아 중단했어요.
"
8,east-kareum,stay,로만토피아,"

작은 새가 놀러 오는 것 같은 그림 같은 집이에요. 로만토피아는 아담하고 아늑한 공간으로, 다락방에는 빨간머리 앤이 사는 것 같은 느낌이 드는 복층 독채입니다. 앞마당에서는 다양한 허브와 계절에 따라 변화하는 아름다운 꽃들이 맞아주고 있답니다. 이 숙소에서는 손님들이 행복해지는 것을 바라는 제 마음이 느껴지실 거예요. 편안한 라탄 의자에 앉아 창 밖으로 내다보이는 아름다운 정원을 바라보면 집 안에서 은은한 나무 향기를 맡을 수 있어서 심호흡이 절로 나오게 될 거랍니다. 조리 시설은 제한되어 있지만 여분의 수저나 상비약, 유기농 어메니티 등을 구석구석 세심하게 준비해 두었어요. 작은 냉장고와 세탁기도 귀여운 모습으로 구비되어 있어서, 연박에도 불편함이 없을 거예요. 마치 동화 속에 머무르는 듯한 기분이 드는 이런 숙소에서 몸과 마음을 편히 쉴 수 있는 힐링을 경험해 보는 것은 어떨까요?
“저는 제주도에서 가장 조용하고 한적한 마을인 가시리에서 유기견인 라나와 코난과 함께 로만토피아를 꾸려가고 있어요. 사시사철 꽃이 피는 아름다운 정원과 유기농으로 가꾸는 감귤밭 너머로 탁트인 전망을 볼 수 있답니다. 친환경 목조주택으로 지어진 로만토피아는 촉감 좋은 면 침구만을 사용하여 아침부터 저녁까지 지저귀는 새소리와 함께 나무향기가 쾌적한 실내환경을 경험하고 숙면을 취할 수 있답니다.”

로만토피아
제주특별자치도 서귀포시 표선면 중산간동로 5220번길 37
제주특별자치도 서귀포시 표선면 가시리 2314
숙소의 특별한 점
• 유기농 감귤밭과 정원으로 탁트인 전망
• 친환경 목조주택으로 원목과 인체에 좋은 자재 사용
• 자연환경이 잘 보존 되어있는 조용하고 한적한 가시리 마을
이런 여행객에게 추천
• 목조주택안에서 보이는 탁트인 전망을 경험하고 싶은 분
• 가시리 마을이 주는 한적한 여유를 느끼고 싶은 분
알아두면 좋은 사항
• 실내 취사 금지인 대신 주인분이 건강한 재료로 직접 만들어주시는 유료조식을 신청 할 수 있어요.
"
9,east-kareum,stay,마음스테이,"

세화해변은 정말 맑고 고요해서, 경험하지 않은 사람들은 진정으로 이해하기 힘들죠. 그리고 여기 이 해변과 똑닮은 게스트하우스가 있답니다. 이곳은 여유롭고 자유로우며 정말 즐거운 곳이에요. 바로 세화 해변에서 5분 거리에 위치한 북스테이, '마음스테이'랍니다. 마음스테이는 2017년에 문을 열었는데, 이미 세화리 여행객들 사이에서는 유명한 '숙박 맛집'으로 알려져 있어요. 숙소는 넓고 쾌적하며, 감각적인 디자인을 가지고 있고, 주변 시설도 거의 모든 것을 갖추고 있답니다. 그런데 여기서 끝이 아니에요. 최근에는 시집 전문 책방 '시타북빠'와 연계하여 북스테이로서의 변화를 이루고 있는 중이랍니다. 1층 라운지는 낮에는 카페이자 책방으로, 밤에는 특별한 바(Bar)로 운영되고 있어요. 복잡한 여행에 지친 사람들에게는 정말 관심을 끌 만한 곳이에요. 멀리 가지 않아도 세화스러운 경험을 만끽할 수 있답니다.
“머물기 위해 떠나는 여행이라는 말 들어 보셨나요? 마음스테이는 제주 여행에서 온전한 쉼을 책임 지고 있어요. 고요한 여행지, 바닷가 근처의 낯선 곳에서 머물며 일상을 경험해 보세요. 때로는 사는 곳으로부터 단절을 통해 새로운 일상을 만날 수 있습니다. 어쩌면, 머무는 것이 곧 여행이 되는 신비로운 여정을 만나게 될 거에요”

마음스테이
제주특별자치도 제주시 구좌읍 평대13길 44
제주특별자치도 제주시 구좌읍 평대리 3350-13 2~4층
숙소의 특별한 점
• 휴양지 기반 감성 북스테이, 워케이션 숙소
• 시가있는 책방 시타북빠 운영
• 한달살이, 보름살이, 일주일살이를 위한 다양한 스타일의 객실
이런 여행객에게 추천
• 디지털 노마드를 위한 리모트워크 환경으로 꿈꾸던 워케이션을 이루고 싶은 분
• 시집전문 시타북빠와 연계한 북스테이로 책과 함께 고요한 시간을 보내고 싶은 분
알아두면 좋은 사항
• 마음스테이는 숙박료 외 보증금과 전기세를 받고 있지 않아요. 합리적인 가격으로 장기 숙박에 도전해 보세요.
• 주변에는 각종 편의 시설과 관광지가 위치해 있어요. 도보 10분이내에 있는 공유오피스와 비자림, 용눈이오름 등 가까운 거리에서 바다와 오름을 즐겨보세요.
"
